bit,mean_abs_shap,mean_shap,all_freq,pos_freq,neg_freq,pos_minus_neg_freq,n_on,n_pos_on,n_neg_on,example_positive_drugs,example_negative_drugs
1060,0.0026413151105548938,0.00021292081165952834,0.3396226465702057,0.3050847351551056,0.38297873735427856,-0.07789400219917297,36,18,18,AMOXICILLIN | DEXAMETHASONE | PACLITAXEL | ROCURONIUM | AZITHROMYCIN | BUDESONIDE | DEXAMETHASONE ACETATE | DOXORUBICIN | GABAPENTIN | HYDROCORTISONE | HYDROMORPHONE | KETAMINE | METHYLPREDNISOLONE | MORPHINE | REMIFENTANIL | SUFENTANIL | VINBLASTINE | VINCRISTINE,CABOZANTINIB | CLOZAPINE | PALBOCICLIB | POMALIDOMIDE | ABEMACICLIB | OLANZAPINE | ADAPALENE | ARIPIPRAZOLE | CHOLECALCIFEROL | ERGOCALCIFEROL | ISOTRETINOIN | LEVONORGESTREL | LORAZEPAM | SPARSENTAN | SPIRONOLACTONE | TROFINETIDE | VENETOCLAX | VENLAFAXINE
222,0.0025982381368980616,1.82666422685497e-05,0.1320754736661911,0.18644067645072937,0.06382978707551956,0.12261088937520981,14,11,3,DEXAMETHASONE | IOPROMIDE | ALBUTEROL | BUDESONIDE | CHLORHEXIDINE GLUCONATE | CYTARABINE | DOXORUBICIN | FLUDARABINE | IOPAMIDOL | METHYLPREDNISOLONE | NEMTABRUTINIB,QUETIAPINE | AZACITIDINE | CANDESARTAN
1385,0.00259096142620877,0.0001455279242015225,0.1037735864520073,0.06779661029577255,0.1489361673593521,-0.08113955706357956,11,4,7,PACLITAXEL | DROPERIDOL | EPHEDRINE | LEVOLEUCOVORIN,ADAPALENE | CANDESARTAN | COCAINE | NINTEDANIB | PSEUDOEPHEDRINE | RIOCIGUAT | TAFAMIDIS
1162,0.0025682790092713408,0.00018049408632385378,0.19811320304870605,0.18644067645072937,0.21276596188545227,-0.0263252854347229,21,11,10,ROCURONIUM | GABAPENTIN | HYDROCORTISONE | HYDROMORPHONE | KETAMINE | METHYLPREDNISOLONE | MORPHINE | REMIFENTANIL | SUFENTANIL | VINBLASTINE | VINCRISTINE,CABOZANTINIB | CHOLECALCIFEROL | ERGOCALCIFEROL | ISOTRETINOIN | LEVONORGESTREL | SPARSENTAN | SPIRONOLACTONE | TROFINETIDE | VENETOCLAX | VENLAFAXINE
489,0.002536637406580886,0.00031661437615719616,0.07547169923782349,0.033898305147886276,0.12765957415103912,-0.09376126527786255,8,2,6,ETOPOSIDE | NEMTABRUTINIB,AZATHIOPRINE | IBRUTINIB | FLUCONAZOLE | LETROZOLE | MACITENTAN | OSIMERTINIB
381,0.0024787592673343405,-0.0008980503178002704,0.03773584961891174,0.06779661029577255,0.0,0.06779661029577255,4,4,0,DICLOFENAC | IOPROMIDE | LIDOCAINE | IOPAMIDOL,
102,0.0024669098451186463,0.001009136851998863,0.03773584961891174,0.0,0.08510638028383255,-0.08510638028383255,4,0,4,,CLOZAPINE | PIMAVANSERIN | OLANZAPINE | LETROZOLE
1114,0.0024352138882109578,0.00010048654419284359,0.19811320304870605,0.16949152946472168,0.23404255509376526,-0.06455102562904358,21,10,11,CEFTRIAXONE | APREPITANT | BUDESONIDE | CYCLOPHOSPHAMIDE | DEXCHLORPHENIRAMINE | DROPERIDOL | LEVOLEUCOVORIN | NEMTABRUTINIB | VINBLASTINE | VINCRISTINE,CLOZAPINE | PALBOCICLIB | POMALIDOMIDE | AZATHIOPRINE | OLANZAPINE | ARIPIPRAZOLE | CANDESARTAN | HYDROCHLOROTHIAZIDE | LORAZEPAM | NINTEDANIB | VENETOCLAX
787,0.0024215294199218377,-0.00016084642078616839,0.1037735864520073,0.1525423675775528,0.042553190141916275,0.10998918116092682,11,9,2,CEFUROXIME | DEXAMETHASONE | PACLITAXEL | BUDESONIDE | DEXAMETHASONE ACETATE | ENCORAFENIB | METHYLPREDNISOLONE | VINBLASTINE | VINCRISTINE,CABOZANTINIB | OSIMERTINIB
1325,0.0023774815774780644,-5.107245371454326e-05,0.2075471729040146,0.18644067645072937,0.23404255509376526,-0.04760187864303589,22,11,11,DEXAMETHASONE | ONDANSETRON | ROCURONIUM | BUDESONIDE | DEXAMETHASONE ACETATE | GLYCOPYRROLATE | HYDROCORTISONE | HYDROMORPHONE | METHYLPREDNISOLONE | NEMTABRUTINIB | TRANEXAMIC ACID,PALBOCICLIB | PIMAVANSERIN | POMALIDOMIDE | IBRUTINIB | CHOLECALCIFEROL | COCAINE | ERGOCALCIFEROL | LEVONORGESTREL | RISPERIDONE | SPIRONOLACTONE | VENETOCLAX
1728,0.002338369300028452,0.0005433395843361896,0.04716981202363968,0.016949152573943138,0.08510638028383255,-0.06815722584724426,5,1,4,SEVOFLURANE,QUETIAPINE | FENFLURAMINE | LISDEXAMFETAMINE | METHAMPHETAMINE
1019,0.0023195760982953994,0.00022780837803498016,0.4150943458080292,0.4576271176338196,0.3617021143436432,0.09592500329017639,44,27,17,AMOXICILLIN | CEFTRIAXONE | CEFUROXIME | DEXAMETHASONE | ONDANSETRON | PACLITAXEL | ROCURONIUM | APREPITANT | AZITHROMYCIN | BUDESONIDE | CEFAZOLIN | CYTARABINE | DEXAMETHASONE ACETATE | DOXORUBICIN | ETOPOSIDE | FLUDARABINE | GLYCOPYRROLATE | HYDROCORTISONE | HYDROMORPHONE | ISOSORBIDE DINITRATE,PALBOCICLIB | PIMAVANSERIN | POMALIDOMIDE | IBRUTINIB | TREPROSTINIL | ADAPALENE | AZACITIDINE | CHOLECALCIFEROL | COCAINE | ERGOCALCIFEROL | LEVONORGESTREL | LORAZEPAM | MIRTAZAPINE | OSIMERTINIB | RISPERIDONE | SPIRONOLACTONE | VENETOCLAX
5,0.002241327355855275,-0.0007824942989940194,0.03773584961891174,0.06779661029577255,0.0,0.06779661029577255,4,4,0,AMOXICILLIN | CEFTRIAXONE | CEFUROXIME | CEFAZOLIN,
193,0.0022131525162979566,0.0008418347740854692,0.04716981202363968,0.016949152573943138,0.08510638028383255,-0.06815722584724426,5,1,4,NEMTABRUTINIB,CABOZANTINIB | PIMAVANSERIN | RELUGOLIX | IBRUTINIB
2018,0.0022096402265243393,0.00032676099840348017,0.06603773683309555,0.033898305147886276,0.10638298094272614,-0.07248467206954956,7,2,5,ENCORAFENIB | LABETALOL,COCAINE | FENFLURAMINE | LISDEXAMFETAMINE | METHAMPHETAMINE | OSIMERTINIB
1365,0.0021907723764444157,-0.0001154986642043449,0.1320754736661911,0.16949152946472168,0.08510638028383255,0.08438514918088913,14,10,4,AMOXICILLIN | PACLITAXEL | ALBUTEROL | APREPITANT | DEXCHLORPHENIRAMINE | DIPHENHYDRAMINE | EPHEDRINE | LABETALOL | LEVOLEUCOVORIN | NAPROXEN,APREMILAST | LETROZOLE | PSEUDOEPHEDRINE | VENLAFAXINE
1765,0.00217153549001632,0.00026169882139277464,0.06603773683309555,0.016949152573943138,0.12765957415103912,-0.11071041971445084,7,1,6,APREPITANT,RELUGOLIX | ABEMACICLIB | CANDESARTAN | RIOCIGUAT | SPARSENTAN | VENETOCLAX
1138,0.0020172775447801087,0.00044875293869972636,0.03773584961891174,0.0,0.08510638028383255,-0.08510638028383255,4,0,4,,ADAPALENE | FLUCONAZOLE | TAFAMIDIS | TROFINETIDE
1171,0.0019548152960979295,2.3986771333519493e-05,0.25471699237823486,0.3050847351551056,0.19148936867713928,0.11359536647796631,27,18,9,AMOXICILLIN | CEFTRIAXONE | CEFUROXIME | CHLORHEXIDINE GLUCONATE | CYTARABINE | DOXORUBICIN | FAMOTIDINE | FLUDARABINE | GABAPENTIN | HYDROMORPHONE | LABETALOL | LEVOLEUCOVORIN | MELPHALAN | MORPHINE | NEMTABRUTINIB | TRANEXAMIC ACID | VINBLASTINE | VINCRISTINE,POMALIDOMIDE | RELUGOLIX | IBRUTINIB | AZACITIDINE | HYDROCHLOROTHIAZIDE | LISDEXAMFETAMINE | MESALAMINE | RIOCIGUAT | TROFINETIDE
1410,0.0019490371856115808,0.00037968348337205816,0.07547169923782349,0.050847455859184265,0.10638298094272614,-0.05553552508354187,8,3,5,APREPITANT | DOXORUBICIN | DROPERIDOL,CABOZANTINIB | PIMAVANSERIN | TREPROSTINIL | FLUCONAZOLE | RISPERIDONE
1921,0.0019378487919534217,-0.00018872818796687415,0.07547169923782349,0.11864406615495682,0.021276595070958138,0.09736747294664383,8,7,1,AZITHROMYCIN | BORTEZOMIB | BUDESONIDE | CYTARABINE | DOXORUBICIN | ETOPOSIDE | FLUDARABINE,AZACITIDINE
41,0.0018852320692144757,-0.0007414948928417098,0.03773584961891174,0.06779661029577255,0.0,0.06779661029577255,4,4,0,IOPROMIDE | LIDOCAINE | CEFAZOLIN | ISOSORBIDE DINITRATE,
1951,0.0018542217013054563,-0.00016842884374497022,0.06603773683309555,0.10169491171836853,0.021276595070958138,0.08041831851005554,7,6,1,ROCURONIUM | BENDAMUSTINE | CYCLOPHOSPHAMIDE | DEXCHLORPHENIRAMINE | DIPHENHYDRAMINE | MELPHALAN,OSIMERTINIB
881,0.0018398432613761634,-0.00024931341602188223,0.17924527823925018,0.20338982343673706,0.1489361673593521,0.05445365607738495,19,12,7,IOPROMIDE | LIDOCAINE | AZITHROMYCIN | BENDAMUSTINE | CYCLOPHOSPHAMIDE | DEXCHLORPHENIRAMINE | DIPHENHYDRAMINE | MELPHALAN | METAMIZOLE | MIDAZOLAM | REMIFENTANIL | SUFENTANIL,PIMAVANSERIN | RELUGOLIX | ALPRAZOLAM | NINTEDANIB | OSIMERTINIB | RIOCIGUAT | VENLAFAXINE
458,0.0018329309525791733,0.0005043615415147363,0.03773584961891174,0.0,0.08510638028383255,-0.08510638028383255,4,0,4,,PALBOCICLIB | ABEMACICLIB | MACITENTAN | OSIMERTINIB
932,0.0018162297561823404,-4.350497680952154e-05,0.08490566164255142,0.06779661029577255,0.10638298094272614,-0.03858637064695358,9,4,5,LIDOCAINE | CEFAZOLIN | FLUDARABINE | ZOLEDRONIC ACID,AZATHIOPRINE | AZACITIDINE | FLUCONAZOLE | LETROZOLE | VENLAFAXINE
1564,0.0017947469498559411,-0.00011473393471152242,0.08490566164255142,0.11864406615495682,0.042553190141916275,0.07609087228775024,9,7,2,BENDAMUSTINE | DROPERIDOL | FAMOTIDINE | HYDROCORTISONE | LEVOLEUCOVORIN | REMIFENTANIL | SUCCINYLCHOLINE,MIRTAZAPINE | TROFINETIDE
316,0.0017681921679599812,-0.0003728383361465967,0.04716981202363968,0.08474576473236084,0.0,0.08474576473236084,5,5,0,IOPROMIDE | DIPHENHYDRAMINE | IOPAMIDOL | NEMTABRUTINIB | SEVOFLURANE,
695,0.0017621648622529477,-5.585688289654507e-05,0.43396225571632385,0.4237288236618042,0.44680851697921753,-0.02307969331741333,46,25,21,CEFTRIAXONE | CEFUROXIME | IOPROMIDE | PACLITAXEL | ROCURONIUM | APREPITANT | AZITHROMYCIN | DEXAMETHASONE ACETATE | DIPHENHYDRAMINE | DOXORUBICIN | ENCORAFENIB | ETOPOSIDE | GLYCOPYRROLATE | HYDROCORTISONE | ISOSORBIDE DINITRATE | NAPROXEN | NEMTABRUTINIB | REMIFENTANIL | SEVOFLURANE | SUCCINYLCHOLINE,CABOZANTINIB | PIMAVANSERIN | RELUGOLIX | APREMILAST | IBRUTINIB | QUETIAPINE | TREPROSTINIL | ADAPALENE | AMBRISENTAN | ARIPIPRAZOLE | CANDESARTAN | CLOPIDOGREL | COCAINE | LACOSAMIDE | MACITENTAN | NINTEDANIB | OSIMERTINIB | RIOCIGUAT | SPARSENTAN | VENETOCLAX
1738,0.001762092697114368,-4.1528463841645776e-05,0.19811320304870605,0.18644067645072937,0.21276596188545227,-0.0263252854347229,21,11,10,DEXAMETHASONE | ONDANSETRON | BUDESONIDE | DEXAMETHASONE ACETATE | DROPERIDOL | HYDROCORTISONE | HYDROMORPHONE | KETAMINE | LEVOLEUCOVORIN | VINBLASTINE | VINCRISTINE,POMALIDOMIDE | ARIPIPRAZOLE | CHOLECALCIFEROL | CLOPIDOGREL | ERGOCALCIFEROL | ISOTRETINOIN | LEVONORGESTREL | RISPERIDONE | SPIRONOLACTONE | VENETOCLAX
231,0.0017262979178815157,0.00020287987307017932,0.07547169923782349,0.050847455859184265,0.10638298094272614,-0.05553552508354187,8,3,5,AZITHROMYCIN | HYDROMORPHONE | MORPHINE,TREPROSTINIL | ARIPIPRAZOLE | CHOLECALCIFEROL | ERGOCALCIFEROL | SPIRONOLACTONE
1582,0.0017200631269588941,0.0005467531178882842,0.04716981202363968,0.016949152573943138,0.08510638028383255,-0.06815722584724426,5,1,4,ENCORAFENIB,PALBOCICLIB | POMALIDOMIDE | ABEMACICLIB | OSIMERTINIB
95,0.001719583409041419,0.0006219758498641829,0.03773584961891174,0.0,0.08510638028383255,-0.08510638028383255,4,0,4,,CLOZAPINE | OLANZAPINE | QUETIAPINE | MIRTAZAPINE
1122,0.0017111082276335843,0.0005531972002768233,0.028301887214183807,0.0,0.06382978707551956,-0.06382978707551956,3,0,3,,CHOLECALCIFEROL | ERGOCALCIFEROL | LEVONORGESTREL
588,0.0016866614501363309,0.0004974575229614173,0.03773584961891174,0.0,0.08510638028383255,-0.08510638028383255,4,0,4,,CLOZAPINE | OLANZAPINE | QUETIAPINE | SPARSENTAN
750,0.0016791328995675481,-0.00025996168490563146,0.04716981202363968,0.08474576473236084,0.0,0.08474576473236084,5,5,0,CEFTRIAXONE | AZITHROMYCIN | HYDROMORPHONE | LEVOLEUCOVORIN | MORPHINE,
1612,0.0015622938235633085,-0.00028717804194416485,0.056603774428367615,0.10169491171836853,0.0,0.10169491171836853,6,6,0,DEXAMETHASONE | BUDESONIDE | DOXORUBICIN | METHYLPREDNISOLONE | VINBLASTINE | VINCRISTINE,
739,0.0015443883651398765,0.00010085413977193762,0.12264151126146317,0.10169491171836853,0.1489361673593521,-0.04724125564098358,13,6,7,AZITHROMYCIN | DEXCHLORPHENIRAMINE | LABETALOL | LEVOLEUCOVORIN | VINBLASTINE | VINCRISTINE,IBRUTINIB | TREPROSTINIL | CHOLECALCIFEROL | LISDEXAMFETAMINE | MIRTAZAPINE | NINTEDANIB | TROFINETIDE
1441,0.001535284704887448,-0.000590801937216765,0.03773584961891174,0.06779661029577255,0.0,0.06779661029577255,4,4,0,CEFTRIAXONE | CEFUROXIME | ROCURONIUM | CEFAZOLIN,
1066,0.00152236435478739,0.00035079802397390114,0.06603773683309555,0.050847455859184265,0.08510638028383255,-0.034258924424648285,7,3,4,CEFUROXIME | BORTEZOMIB | LABETALOL,FENFLURAMINE | LACOSAMIDE | LISDEXAMFETAMINE | METHAMPHETAMINE
1911,0.0014669348117076334,0.00015767558030454825,0.07547169923782349,0.050847455859184265,0.10638298094272614,-0.05553552508354187,8,3,5,BENDAMUSTINE | CHLORHEXIDINE GLUCONATE | DROPERIDOL,TREPROSTINIL | ARIPIPRAZOLE | CHOLECALCIFEROL | LISDEXAMFETAMINE | SPARSENTAN
491,0.0014214679613253195,0.00037174758233346396,0.04716981202363968,0.016949152573943138,0.08510638028383255,-0.06815722584724426,5,1,4,DICLOFENAC,PALBOCICLIB | ABEMACICLIB | OSIMERTINIB | VENETOCLAX
1386,0.0014211816005437574,-0.00012581413246511353,0.04716981202363968,0.08474576473236084,0.0,0.08474576473236084,5,5,0,HYDROCORTISONE | REMIFENTANIL | SUCCINYLCHOLINE | VINBLASTINE | VINCRISTINE,
674,0.0014171860826607777,0.00037344325773648124,0.028301887214183807,0.0,0.06382978707551956,-0.06382978707551956,3,0,3,,LETROZOLE | LEVONORGESTREL | SPARSENTAN
1291,0.0014061122749394598,0.00039859797951886586,0.028301887214183807,0.0,0.06382978707551956,-0.06382978707551956,3,0,3,,IBRUTINIB | TREPROSTINIL | TROFINETIDE
1783,0.001349510420792091,-0.00013837100198701687,0.056603774428367615,0.10169491171836853,0.0,0.10169491171836853,6,6,0,AZITHROMYCIN | CEFAZOLIN | DROPERIDOL | FLUDARABINE | VINBLASTINE | VINCRISTINE,
843,0.0013488595371307169,-0.00020249247640390442,0.1037735864520073,0.11864406615495682,0.08510638028383255,0.03353768587112427,11,7,4,ACETAMINOPHEN | ALBUTEROL | CHLORHEXIDINE GLUCONATE | ENCORAFENIB | LEVOLEUCOVORIN | MIDAZOLAM | ZOLEDRONIC ACID,CABOZANTINIB | RELUGOLIX | ALPRAZOLAM | LORAZEPAM
1508,0.00132674148609274,0.00031405149514172453,0.09433962404727936,0.06779661029577255,0.12765957415103912,-0.05986296385526657,10,4,6,CEFTRIAXONE | CEFUROXIME | PACLITAXEL | CEFAZOLIN,CLOZAPINE | POMALIDOMIDE | OLANZAPINE | QUETIAPINE | ARIPIPRAZOLE | VENETOCLAX
1993,0.0013241572995896095,0.00042249321795925657,0.056603774428367615,0.033898305147886276,0.08510638028383255,-0.051208075135946274,6,2,4,DROPERIDOL | MIDAZOLAM,PALBOCICLIB | RELUGOLIX | ALPRAZOLAM | IBRUTINIB
1035,0.0013221913355235995,-0.0003501262252794836,0.04716981202363968,0.08474576473236084,0.0,0.08474576473236084,5,5,0,PACLITAXEL | ROCURONIUM | DEXAMETHASONE ACETATE | VINBLASTINE | VINCRISTINE,
718,0.0013052135311491858,0.0002792621879194968,0.07547169923782349,0.050847455859184265,0.10638298094272614,-0.05553552508354187,8,3,5,PACLITAXEL | NAPROXEN | NEMTABRUTINIB,CABOZANTINIB | PIMAVANSERIN | IBRUTINIB | ARIPIPRAZOLE | VENLAFAXINE
1722,0.001291300416092964,0.000151790722281538,0.14150942862033844,0.11864406615495682,0.1702127605676651,-0.05156869441270828,15,7,8,LIDOCAINE | ONDANSETRON | PACLITAXEL | CEFAZOLIN | ETOPOSIDE | METAMIZOLE | MIDAZOLAM,PALBOCICLIB | ABEMACICLIB | ALPRAZOLAM | OLANZAPINE | AMBRISENTAN | ISOTRETINOIN | RISPERIDONE | SPARSENTAN
1670,0.0012485773191256778,0.0002752206430890676,0.06603773683309555,0.050847455859184265,0.08510638028383255,-0.034258924424648285,7,3,4,APREPITANT | DROPERIDOL | IOPAMIDOL,CABOZANTINIB | PIMAVANSERIN | FLUCONAZOLE | RISPERIDONE
504,0.0012357080277968031,0.0002799900419210077,0.09433962404727936,0.08474576473236084,0.10638298094272614,-0.021637216210365295,10,5,5,DEXAMETHASONE | BUDESONIDE | DEXAMETHASONE ACETATE | HYDROCORTISONE | METAMIZOLE,PALBOCICLIB | RELUGOLIX | LACOSAMIDE | RISPERIDONE | SPIRONOLACTONE
1101,0.0011960404627484092,-0.0004699910015195144,0.056603774428367615,0.06779661029577255,0.042553190141916275,0.025243420153856277,6,4,2,ONDANSETRON | CYTARABINE | METAMIZOLE | ZOLEDRONIC ACID,MACITENTAN | OSIMERTINIB
602,0.0011809953406523171,-0.00010346351661933512,0.04716981202363968,0.08474576473236084,0.0,0.08474576473236084,5,5,0,BENDAMUSTINE | GLYCOPYRROLATE | MELPHALAN | VINBLASTINE | VINCRISTINE,
259,0.0011584092828387078,0.00035205886454884493,0.028301887214183807,0.0,0.06382978707551956,-0.06382978707551956,3,0,3,,ARIPIPRAZOLE | FLUCONAZOLE | ISOTRETINOIN
119,0.0011488671899770487,-7.834877789401499e-05,0.056603774428367615,0.08474576473236084,0.021276595070958138,0.06346917152404785,6,5,1,CYTARABINE | DROPERIDOL | GLYCOPYRROLATE | VINBLASTINE | VINCRISTINE,NINTEDANIB
255,0.0011456148490394816,0.0004009975460570209,0.028301887214183807,0.0,0.06382978707551956,-0.06382978707551956,3,0,3,,PIMAVANSERIN | LACOSAMIDE | SPARSENTAN
1707,0.0011442983113155209,0.0006371834983788398,0.01886792480945587,0.0,0.042553190141916275,-0.042553190141916275,2,0,2,,POMALIDOMIDE | APREMILAST
1034,0.001133745203645631,0.00030440014655688666,0.03773584961891174,0.016949152573943138,0.06382978707551956,-0.046880632638931274,4,1,3,SUCCINYLCHOLINE,POMALIDOMIDE | ARIPIPRAZOLE | LORAZEPAM
1,0.0011323771592087748,-9.9650551000574e-05,0.3396226465702057,0.32203391194343567,0.3617021143436432,-0.03966820240020752,36,19,17,AMOXICILLIN | IOPROMIDE | PACLITAXEL | PROPOFOL | ALBUTEROL | APREPITANT | BORTEZOMIB | CHLORHEXIDINE GLUCONATE | DEXCHLORPHENIRAMINE | DIPHENHYDRAMINE | ENCORAFENIB | EPHEDRINE | IOPAMIDOL | LABETALOL | LEVOLEUCOVORIN | MELPHALAN | NAPROXEN | SEVOFLURANE | TREOSULFAN,PIMAVANSERIN | ABEMACICLIB | APREMILAST | TREPROSTINIL | AMBRISENTAN | CHOLECALCIFEROL | CLOPIDOGREL | COCAINE | ERGOCALCIFEROL | FENFLURAMINE | LACOSAMIDE | LETROZOLE | LISDEXAMFETAMINE | METHAMPHETAMINE | PSEUDOEPHEDRINE | TROFINETIDE | VENLAFAXINE
13,0.0010809272718034354,0.00018438820776393736,0.056603774428367615,0.033898305147886276,0.08510638028383255,-0.051208075135946274,6,2,4,DIPHENHYDRAMINE | SUCCINYLCHOLINE,QUETIAPINE | ARIPIPRAZOLE | LACOSAMIDE | MACITENTAN
798,0.0010436704612905208,0.0001852162863060753,0.03773584961891174,0.016949152573943138,0.06382978707551956,-0.046880632638931274,4,1,3,ISOSORBIDE DINITRATE,COCAINE | LACOSAMIDE | LEVONORGESTREL
857,0.0010363892645965068,0.0001506688146638885,0.04716981202363968,0.033898305147886276,0.06382978707551956,-0.029931481927633286,5,2,3,BORTEZOMIB | MELPHALAN,IBRUTINIB | LISDEXAMFETAMINE | METHAMPHETAMINE
1422,0.0010336457860542546,-0.0004858922744963597,0.028301887214183807,0.050847455859184265,0.0,0.050847455859184265,3,3,0,CEFTRIAXONE | CEFUROXIME | ONDANSETRON,
14,0.0010273521826986108,0.00015720299598359606,0.06603773683309555,0.033898305147886276,0.10638298094272614,-0.07248467206954956,7,2,5,REMIFENTANIL | SUFENTANIL,CLOZAPINE | OLANZAPINE | CLOPIDOGREL | MIRTAZAPINE | NINTEDANIB
1099,0.0010259104866711247,0.0002044350688342468,0.056603774428367615,0.033898305147886276,0.08510638028383255,-0.051208075135946274,6,2,4,CYTARABINE | FLUDARABINE,PALBOCICLIB | ABEMACICLIB | AZACITIDINE | LEVONORGESTREL
440,0.0010142755830713007,0.00023806933067571783,0.056603774428367615,0.033898305147886276,0.08510638028383255,-0.051208075135946274,6,2,4,CEFTRIAXONE | CEFUROXIME,CLOZAPINE | OLANZAPINE | QUETIAPINE | NINTEDANIB
1164,0.0009959482208020194,0.0003409372146767017,0.03773584961891174,0.016949152573943138,0.06382978707551956,-0.046880632638931274,4,1,3,CEFAZOLIN,RELUGOLIX | ALPRAZOLAM | CANDESARTAN
1360,0.000994249760062895,0.00016880660530508643,0.03773584961891174,0.016949152573943138,0.06382978707551956,-0.046880632638931274,4,1,3,SUCCINYLCHOLINE,CABOZANTINIB | CHOLECALCIFEROL | ERGOCALCIFEROL
1292,0.0009841389113723117,-0.00027882319924763584,0.1037735864520073,0.1355932205915451,0.06382978707551956,0.07176343351602554,11,8,3,DEXAMETHASONE | PACLITAXEL | ROCURONIUM | AZITHROMYCIN | BUDESONIDE | DEXAMETHASONE ACETATE | DOXORUBICIN | METHYLPREDNISOLONE,TREPROSTINIL | ADAPALENE | COCAINE
