bit,mean_abs_shap,mean_shap,all_freq,pos_freq,neg_freq,pos_minus_neg_freq,n_on,n_pos_on,n_neg_on,example_positive_drugs,example_negative_drugs
606,0.0009793842540150597,-1.533016435297591e-05,0.07547169923782349,0.10169491171836853,0.042553190141916275,0.059141721576452255,8,6,2,IOPROMIDE | PACLITAXEL | ALBUTEROL | CYTARABINE | ENCORAFENIB | LABETALOL,AZACITIDINE | COCAINE
747,0.0009683789321597551,0.00032213302490707776,0.04716981202363968,0.033898305147886276,0.06382978707551956,-0.029931481927633286,5,2,3,CEFTRIAXONE | CEFAZOLIN,APREMILAST | AZATHIOPRINE | FLUCONAZOLE
75,0.0009495903560954675,-0.00024308595119822162,0.04716981202363968,0.06779661029577255,0.021276595070958138,0.046520017087459564,5,4,1,CYTARABINE | DEXCHLORPHENIRAMINE | FLUDARABINE | METAMIZOLE,AZACITIDINE
1745,0.0009484694439915817,6.726738620570121e-05,0.06603773683309555,0.10169491171836853,0.021276595070958138,0.08041831851005554,7,6,1,APREPITANT | DROPERIDOL | GLYCOPYRROLATE | LEVOLEUCOVORIN | VINBLASTINE | VINCRISTINE,NINTEDANIB
2017,0.0009448447811150119,0.00021337175392526414,0.03773584961891174,0.016949152573943138,0.06382978707551956,-0.046880632638931274,4,1,3,GLYCOPYRROLATE,AMBRISENTAN | ERGOCALCIFEROL | FENFLURAMINE
1368,0.0009158937636833297,0.00024297330877279103,0.03773584961891174,0.016949152573943138,0.06382978707551956,-0.046880632638931274,4,1,3,LABETALOL,CHOLECALCIFEROL | ERGOCALCIFEROL | FENFLURAMINE
1980,0.0009082482016102884,0.00013950717404265426,0.09433962404727936,0.11864406615495682,0.06382978707551956,0.054814279079437256,10,7,3,ROCURONIUM | APREPITANT | HYDROMORPHONE | KETAMINE | MORPHINE | VINBLASTINE | VINCRISTINE,ADAPALENE | ARIPIPRAZOLE | VENETOCLAX
1487,0.0009067703869086086,1.816225801341372e-05,0.09433962404727936,0.08474576473236084,0.10638298094272614,-0.021637216210365295,10,5,5,AZITHROMYCIN | CYTARABINE | DOXORUBICIN | ETOPOSIDE | FLUDARABINE,AZACITIDINE | CLOPIDOGREL | FLUCONAZOLE | RISPERIDONE | VENETOCLAX
745,0.0009063654402912968,-0.0004626180321493272,0.03773584961891174,0.050847455859184265,0.021276595070958138,0.029570860788226128,4,3,1,ACETAMINOPHEN | AMOXICILLIN | CEFUROXIME,SPARSENTAN
456,0.0008958574566261591,0.00025896183765892783,0.056603774428367615,0.033898305147886276,0.08510638028383255,-0.051208075135946274,6,2,4,CEFTRIAXONE | CEFAZOLIN,ADAPALENE | CANDESARTAN | MESALAMINE | TAFAMIDIS
1443,0.0008920357856673861,0.0003270301750423911,0.028301887214183807,0.0,0.06382978707551956,-0.06382978707551956,3,0,3,,ABEMACICLIB | OSIMERTINIB | TAFAMIDIS
1145,0.0008843886402879792,-3.0075858571565032e-05,0.22641509771347046,0.22033898532390594,0.23404255509376526,-0.013703569769859314,24,13,11,CEFTRIAXONE | ONDANSETRON | APREPITANT | AZITHROMYCIN | BENDAMUSTINE | DROPERIDOL | HYDROMORPHONE | IFOSFAMIDE | METAMIZOLE | MORPHINE | REMIFENTANIL | SUFENTANIL | VINBLASTINE,CLOZAPINE | PIMAVANSERIN | AZATHIOPRINE | OLANZAPINE | QUETIAPINE | ARIPIPRAZOLE | COCAINE | MIRTAZAPINE | NINTEDANIB | OSIMERTINIB | RISPERIDONE
294,0.0008715837654394614,0.00017560838919015946,0.15094339847564697,0.1355932205915451,0.1702127605676651,-0.034619539976119995,16,8,8,LIDOCAINE | AZITHROMYCIN | BUDESONIDE | CEFAZOLIN | REMIFENTANIL | SUFENTANIL | VINBLASTINE | VINCRISTINE,ABEMACICLIB | APREMILAST | TREPROSTINIL | CANDESARTAN | FENFLURAMINE | LEVONORGESTREL | MACITENTAN | SPARSENTAN
1910,0.0008672721116265312,0.0003314137487422903,0.028301887214183807,0.0,0.06382978707551956,-0.06382978707551956,3,0,3,,PALBOCICLIB | IBRUTINIB | COCAINE
1312,0.0008672247575478183,5.721493195890123e-05,0.07547169923782349,0.06779661029577255,0.08510638028383255,-0.017309769988059998,8,4,4,CEFAZOLIN | ETOPOSIDE | VINBLASTINE | VINCRISTINE,POMALIDOMIDE | ADAPALENE | MIRTAZAPINE | NINTEDANIB
283,0.0008595583092324948,1.850838240250455e-05,0.1603773534297943,0.1525423675775528,0.1702127605676651,-0.017670392990112305,17,9,8,PROPOFOL | APREPITANT | BORTEZOMIB | ENCORAFENIB | EPHEDRINE | IOPAMIDOL | LABETALOL | NAPROXEN | VINCRISTINE,PIMAVANSERIN | ABEMACICLIB | CHOLECALCIFEROL | ERGOCALCIFEROL | FENFLURAMINE | LISDEXAMFETAMINE | METHAMPHETAMINE | PSEUDOEPHEDRINE
54,0.0008584449176440237,0.00020068773751957656,0.03773584961891174,0.016949152573943138,0.06382978707551956,-0.046880632638931274,4,1,3,VINBLASTINE,CLOPIDOGREL | NINTEDANIB | RIOCIGUAT
216,0.0008493374140608339,0.00043824023831889967,0.08490566164255142,0.06779661029577255,0.10638298094272614,-0.03858637064695358,9,4,5,CHLORHEXIDINE GLUCONATE | DEXCHLORPHENIRAMINE | ENCORAFENIB | MIDAZOLAM,CLOZAPINE | ALPRAZOLAM | LORAZEPAM | TAFAMIDIS | VENETOCLAX
1955,0.0008451827057212519,0.00047554574306964755,0.01886792480945587,0.0,0.042553190141916275,-0.042553190141916275,2,0,2,,PALBOCICLIB | ABEMACICLIB
1028,0.0008416407240580017,-3.3683664929930045e-06,0.1603773534297943,0.1355932205915451,0.19148936867713928,-0.05589614808559418,17,8,9,ROCURONIUM | BENDAMUSTINE | CYCLOPHOSPHAMIDE | GABAPENTIN | GLYCOPYRROLATE | IFOSFAMIDE | KETAMINE | MELPHALAN,PALBOCICLIB | IBRUTINIB | CHOLECALCIFEROL | ERGOCALCIFEROL | ISOTRETINOIN | RISPERIDONE | SPARSENTAN | TROFINETIDE | VENLAFAXINE
237,0.0008394698171102851,3.329604457206399e-05,0.056603774428367615,0.033898305147886276,0.08510638028383255,-0.051208075135946274,6,2,4,PROPOFOL | SUFENTANIL,APREMILAST | CANDESARTAN | CLOPIDOGREL | LORAZEPAM
1897,0.0008277085336133248,0.0001872253766345988,0.04716981202363968,0.033898305147886276,0.06382978707551956,-0.029931481927633286,5,2,3,VINBLASTINE | VINCRISTINE,RELUGOLIX | TREPROSTINIL | CANDESARTAN
1810,0.0008265400637513325,0.00027289604790214927,0.03773584961891174,0.016949152573943138,0.06382978707551956,-0.046880632638931274,4,1,3,NEMTABRUTINIB,AZATHIOPRINE | IBRUTINIB | MACITENTAN
177,0.000817345359817303,0.0002917245437314971,0.01886792480945587,0.0,0.042553190141916275,-0.042553190141916275,2,0,2,,METHAMPHETAMINE | SPIRONOLACTONE
444,0.0008170568288306018,0.00013517037587054318,0.028301887214183807,0.0,0.06382978707551956,-0.06382978707551956,3,0,3,,CHOLECALCIFEROL | ERGOCALCIFEROL | ISOTRETINOIN
519,0.0008135867244344241,-0.0001589049021720944,0.08490566164255142,0.11864406615495682,0.042553190141916275,0.07609087228775024,9,7,2,DEXAMETHASONE | ROCURONIUM | BUDESONIDE | DEXAMETHASONE ACETATE | HYDROCORTISONE | HYDROMORPHONE | METHYLPREDNISOLONE,LEVONORGESTREL | SPIRONOLACTONE
67,0.0008122475411677269,-9.278357484685018e-05,0.056603774428367615,0.08474576473236084,0.021276595070958138,0.06346917152404785,6,5,1,HYDROMORPHONE | MORPHINE | NEMTABRUTINIB | VINBLASTINE | VINCRISTINE,VENETOCLAX
79,0.0008082772354743884,0.00021017918844568664,0.04716981202363968,0.033898305147886276,0.06382978707551956,-0.029931481927633286,5,2,3,BORTEZOMIB | MELPHALAN,FENFLURAMINE | LISDEXAMFETAMINE | METHAMPHETAMINE
1470,0.0008073079995580045,0.00028662439446908253,0.028301887214183807,0.0,0.06382978707551956,-0.06382978707551956,3,0,3,,CLOZAPINE | OLANZAPINE | TROFINETIDE
389,0.0008068483952169117,0.00019888547323763334,0.35849055647850037,0.37288135290145874,0.3404255211353302,0.03245583176612854,38,22,16,AMOXICILLIN | CEFTRIAXONE | DICLOFENAC | PACLITAXEL | BENDAMUSTINE | BORTEZOMIB | CEFAZOLIN | CHLORHEXIDINE GLUCONATE | DEXCHLORPHENIRAMINE | DIPHENHYDRAMINE | EPHEDRINE | GABAPENTIN | GLYCOPYRROLATE | IFOSFAMIDE | LABETALOL | MELPHALAN | METAMIZOLE | NAPROXEN | NEMTABRUTINIB | REMIFENTANIL,ALPRAZOLAM | IBRUTINIB | TREPROSTINIL | ADAPALENE | AMBRISENTAN | CANDESARTAN | COCAINE | ISOTRETINOIN | LACOSAMIDE | LISDEXAMFETAMINE | MESALAMINE | METHAMPHETAMINE | NINTEDANIB | PSEUDOEPHEDRINE | TAFAMIDIS | TROFINETIDE
802,0.0008038604845221319,0.00030807261886579075,0.09433962404727936,0.08474576473236084,0.10638298094272614,-0.021637216210365295,10,5,5,PACLITAXEL | APREPITANT | ETOPOSIDE | ISOSORBIDE DINITRATE | NEMTABRUTINIB,RELUGOLIX | CANDESARTAN | HYDROCHLOROTHIAZIDE | RISPERIDONE | TROFINETIDE
1126,0.0007966141407918086,-6.683265681794981e-05,0.07547169923782349,0.10169491171836853,0.042553190141916275,0.059141721576452255,8,6,2,PACLITAXEL | ROCURONIUM | GLYCOPYRROLATE | REMIFENTANIL | VINBLASTINE | VINCRISTINE,AZACITIDINE | COCAINE
879,0.0007924818038067434,0.0003492629521963613,0.01886792480945587,0.0,0.042553190141916275,-0.042553190141916275,2,0,2,,POMALIDOMIDE | APREMILAST
1096,0.0007922244788003406,-0.00012230391133584125,0.06603773683309555,0.08474576473236084,0.042553190141916275,0.042192574590444565,7,5,2,BENDAMUSTINE | GLYCOPYRROLATE | MELPHALAN | REMIFENTANIL | SUFENTANIL,AMBRISENTAN | NINTEDANIB
1816,0.0007712643216110768,-0.00027092631103543054,0.08490566164255142,0.08474576473236084,0.08510638028383255,-0.0003606155514717102,9,5,4,ACETAMINOPHEN | IOPROMIDE | LIDOCAINE | CHLORHEXIDINE GLUCONATE | IOPAMIDOL,CABOZANTINIB | RELUGOLIX | APREMILAST | OSIMERTINIB
1477,0.0007558194761168915,0.00014250470015507856,0.03773584961891174,0.016949152573943138,0.06382978707551956,-0.046880632638931274,4,1,3,ROCURONIUM,CHOLECALCIFEROL | CLOPIDOGREL | ERGOCALCIFEROL
890,0.0007540771570139415,9.790271120084293e-05,0.04716981202363968,0.016949152573943138,0.08510638028383255,-0.06815722584724426,5,1,4,GLYCOPYRROLATE,PALBOCICLIB | CHOLECALCIFEROL | ERGOCALCIFEROL | LISDEXAMFETAMINE
1163,0.0007515072485230215,7.375976231370779e-05,0.1037735864520073,0.08474576473236084,0.12765957415103912,-0.042913809418678284,11,5,6,IOPROMIDE | AZITHROMYCIN | DEXCHLORPHENIRAMINE | DIPHENHYDRAMINE | METAMIZOLE,RELUGOLIX | QUETIAPINE | NINTEDANIB | OSIMERTINIB | RIOCIGUAT | VENLAFAXINE
1313,0.0007491430011358256,-0.00036408670289025794,0.028301887214183807,0.050847455859184265,0.0,0.050847455859184265,3,3,0,ACETAMINOPHEN | AMOXICILLIN | AZITHROMYCIN,
1057,0.0007477213493365064,-0.00014980587500630738,0.7452830076217651,0.7288135886192322,0.7659574747085571,-0.03714388608932495,79,43,36,ACETAMINOPHEN | AMOXICILLIN | CEFTRIAXONE | CEFUROXIME | DEXAMETHASONE | IOPROMIDE | LIDOCAINE | ONDANSETRON | PACLITAXEL | PROPOFOL | ROCURONIUM | ALBUTEROL | APREPITANT | AZITHROMYCIN | BENDAMUSTINE | BORTEZOMIB | BUDESONIDE | CEFAZOLIN | DEXAMETHASONE ACETATE | DEXCHLORPHENIRAMINE,CABOZANTINIB | CLOZAPINE | PALBOCICLIB | PIMAVANSERIN | RELUGOLIX | ABEMACICLIB | ALPRAZOLAM | APREMILAST | AZATHIOPRINE | OLANZAPINE | TREPROSTINIL | ADAPALENE | AMBRISENTAN | CANDESARTAN | CHOLECALCIFEROL | CLOPIDOGREL | COCAINE | ERGOCALCIFEROL | FENFLURAMINE | ISOTRETINOIN
859,0.0007467914756722543,-0.00024844335529449266,0.03773584961891174,0.06779661029577255,0.0,0.06779661029577255,4,4,0,CEFTRIAXONE | CEFUROXIME | CEFAZOLIN | ENCORAFENIB,
1855,0.000739413733695331,0.00019961392995567856,0.19811320304870605,0.16949152946472168,0.23404255509376526,-0.06455102562904358,21,10,11,CEFTRIAXONE | BENDAMUSTINE | CYTARABINE | ENCORAFENIB | FAMOTIDINE | FLUDARABINE | KETAMINE | LEVOLEUCOVORIN | MIDAZOLAM | NAPROXEN,PALBOCICLIB | ABEMACICLIB | ADAPALENE | AMBRISENTAN | AZACITIDINE | CANDESARTAN | OSIMERTINIB | RIOCIGUAT | RISPERIDONE | TAFAMIDIS | VENETOCLAX
1597,0.000737628609317529,-0.00014395510807811137,0.03773584961891174,0.050847455859184265,0.021276595070958138,0.029570860788226128,4,3,1,DICLOFENAC | DOXORUBICIN | LABETALOL,RIOCIGUAT
1249,0.0007172828643906547,0.00018953710154275726,0.028301887214183807,0.0,0.06382978707551956,-0.06382978707551956,3,0,3,,ADAPALENE | ARIPIPRAZOLE | TAFAMIDIS
1309,0.0007155828844562836,5.562705693213883e-06,0.07547169923782349,0.10169491171836853,0.042553190141916275,0.059141721576452255,8,6,2,DEXAMETHASONE | AZITHROMYCIN | DEXAMETHASONE ACETATE | DOXORUBICIN | ETOPOSIDE | METHYLPREDNISOLONE,PALBOCICLIB | VENETOCLAX
1047,0.0007072047802896533,0.0002297498789042176,0.028301887214183807,0.0,0.06382978707551956,-0.06382978707551956,3,0,3,,CANDESARTAN | MESALAMINE | TAFAMIDIS
1154,0.000707151696542603,-7.418280116488632e-05,0.1037735864520073,0.1525423675775528,0.042553190141916275,0.10998918116092682,11,9,2,DEXAMETHASONE | PACLITAXEL | AZITHROMYCIN | DEXAMETHASONE ACETATE | DOXORUBICIN | HYDROCORTISONE | METHYLPREDNISOLONE | VINBLASTINE | VINCRISTINE,LEVONORGESTREL | VENLAFAXINE
252,0.0007019209113311298,0.00017528163395785925,0.03773584961891174,0.016949152573943138,0.06382978707551956,-0.046880632638931274,4,1,3,ISOSORBIDE DINITRATE,PALBOCICLIB | HYDROCHLOROTHIAZIDE | SPARSENTAN
1573,0.0007016799613330156,-1.933002995553133e-05,0.08490566164255142,0.08474576473236084,0.08510638028383255,-0.0003606155514717102,9,5,4,ONDANSETRON | ALBUTEROL | IFOSFAMIDE | VINBLASTINE | VINCRISTINE,PIMAVANSERIN | LACOSAMIDE | OSIMERTINIB | RIOCIGUAT
708,0.0007011212534371439,0.00016213270215703293,0.03773584961891174,0.016949152573943138,0.06382978707551956,-0.046880632638931274,4,1,3,NEMTABRUTINIB,MACITENTAN | SPARSENTAN | VENLAFAXINE
1649,0.0006948065164151073,0.00021703757542993656,0.028301887214183807,0.0,0.06382978707551956,-0.06382978707551956,3,0,3,,ABEMACICLIB | MACITENTAN | NINTEDANIB
1255,0.0006920668632424567,0.0002732794053626651,0.028301887214183807,0.016949152573943138,0.042553190141916275,-0.025604037567973137,3,1,2,CEFUROXIME,POMALIDOMIDE | AMBRISENTAN
882,0.0006916380429917969,-0.0001721142927515622,0.04716981202363968,0.08474576473236084,0.0,0.08474576473236084,5,5,0,CEFTRIAXONE | CEFUROXIME | CEFAZOLIN | IOPAMIDOL | VINCRISTINE,
350,0.0006608792921214688,7.64463393242721e-05,0.09433962404727936,0.06779661029577255,0.12765957415103912,-0.05986296385526657,10,4,6,ENCORAFENIB | FAMOTIDINE | METAMIZOLE | TREOSULFAN,APREMILAST | HYDROCHLOROTHIAZIDE | LISDEXAMFETAMINE | MACITENTAN | SPARSENTAN | VENETOCLAX
687,0.0006592509858354816,0.00016757143528587783,0.04716981202363968,0.033898305147886276,0.06382978707551956,-0.029931481927633286,5,2,3,AZITHROMYCIN | DOXORUBICIN,PALBOCICLIB | ERGOCALCIFEROL | VENETOCLAX
521,0.0006590732050508186,-0.00011493842044357064,0.03773584961891174,0.06779661029577255,0.0,0.06779661029577255,4,4,0,PACLITAXEL | ROCURONIUM | VINBLASTINE | VINCRISTINE,
1733,0.0006570818984538839,8.113033671046756e-05,0.03773584961891174,0.016949152573943138,0.06382978707551956,-0.046880632638931274,4,1,3,AMOXICILLIN,COCAINE | NINTEDANIB | RISPERIDONE
1109,0.0006426401678769375,-0.0001353912210722282,0.03773584961891174,0.06779661029577255,0.0,0.06779661029577255,4,4,0,BENDAMUSTINE | CYCLOPHOSPHAMIDE | IFOSFAMIDE | MELPHALAN,
1157,0.0006405373035949727,0.00019793750687992803,0.028301887214183807,0.0,0.06382978707551956,-0.06382978707551956,3,0,3,,CHOLECALCIFEROL | ERGOCALCIFEROL | MACITENTAN
507,0.0006374217382489666,0.00021217132390463083,0.03773584961891174,0.016949152573943138,0.06382978707551956,-0.046880632638931274,4,1,3,SUFENTANIL,PIMAVANSERIN | RELUGOLIX | ABEMACICLIB
1904,0.0006287154772757201,0.00017255154678354813,0.04716981202363968,0.033898305147886276,0.06382978707551956,-0.029931481927633286,5,2,3,CYCLOPHOSPHAMIDE | IFOSFAMIDE,CLOZAPINE | OLANZAPINE | QUETIAPINE
1082,0.0006269773361221405,0.00018835937703653554,0.028301887214183807,0.0,0.06382978707551956,-0.06382978707551956,3,0,3,,IBRUTINIB | LISDEXAMFETAMINE | RIOCIGUAT
1456,0.0006218432170767243,-9.864612652746146e-05,0.04716981202363968,0.06779661029577255,0.021276595070958138,0.046520017087459564,5,4,1,BENDAMUSTINE | CYCLOPHOSPHAMIDE | IFOSFAMIDE | MELPHALAN,HYDROCHLOROTHIAZIDE
162,0.0006199869124575454,0.00012731422576702328,0.03773584961891174,0.016949152573943138,0.06382978707551956,-0.046880632638931274,4,1,3,CEFAZOLIN,RELUGOLIX | OLANZAPINE | SPARSENTAN
794,0.0006146024033162459,0.0001823820290738387,0.03773584961891174,0.016949152573943138,0.06382978707551956,-0.046880632638931274,4,1,3,BUDESONIDE,TREPROSTINIL | MACITENTAN | SPARSENTAN
202,0.0006140154747720436,-0.00017857966208437663,0.04716981202363968,0.06779661029577255,0.021276595070958138,0.046520017087459564,5,4,1,PROPOFOL | CEFAZOLIN | DOXORUBICIN | ETOPOSIDE,NINTEDANIB
1683,0.0006111435718760396,-0.00016964245124183325,0.18867924809455872,0.18644067645072937,0.19148936867713928,-0.005048692226409912,20,11,9,DICLOFENAC | BENDAMUSTINE | CHLORHEXIDINE GLUCONATE | CYCLOPHOSPHAMIDE | DEXCHLORPHENIRAMINE | ENCORAFENIB | IFOSFAMIDE | KETAMINE | MELPHALAN | MIDAZOLAM | NEMTABRUTINIB,CLOZAPINE | ALPRAZOLAM | ARIPIPRAZOLE | CANDESARTAN | CLOPIDOGREL | HYDROCHLOROTHIAZIDE | LORAZEPAM | TAFAMIDIS | VENETOCLAX
1274,0.0006095922587163121,3.969855000720163e-05,0.14150942862033844,0.1525423675775528,0.12765957415103912,0.024882793426513672,15,9,6,AMOXICILLIN | DEXAMETHASONE | PACLITAXEL | ROCURONIUM | AZITHROMYCIN | BUDESONIDE | DEXAMETHASONE ACETATE | HYDROCORTISONE | METHYLPREDNISOLONE,CHOLECALCIFEROL | ERGOCALCIFEROL | ISOTRETINOIN | SPIRONOLACTONE | TROFINETIDE | VENETOCLAX
1747,0.000607426186096817,0.00013617723344669846,0.06603773683309555,0.050847455859184265,0.08510638028383255,-0.034258924424648285,7,3,4,ONDANSETRON | DOXORUBICIN | ENCORAFENIB,POMALIDOMIDE | APREMILAST | MACITENTAN | TAFAMIDIS
323,0.0006052130455819333,0.0001628878314671771,0.03773584961891174,0.016949152573943138,0.06382978707551956,-0.046880632638931274,4,1,3,ENCORAFENIB,ABEMACICLIB | IBRUTINIB | RIOCIGUAT
950,0.0006013027264370703,-0.00017629819438667887,0.04716981202363968,0.06779661029577255,0.021276595070958138,0.046520017087459564,5,4,1,ROCURONIUM | APREPITANT | CYCLOPHOSPHAMIDE | IFOSFAMIDE,VENETOCLAX
622,0.000595072146963926,7.60625642073944e-05,0.08490566164255142,0.08474576473236084,0.08510638028383255,-0.0003606155514717102,9,5,4,ROCURONIUM | BUDESONIDE | ETOPOSIDE | HYDROCORTISONE | METHYLPREDNISOLONE,RELUGOLIX | TREPROSTINIL | LEVONORGESTREL | RISPERIDONE
1152,0.0005927319783371863,6.23680954828831e-05,0.4150943458080292,0.4067796468734741,0.42553192377090454,-0.01875227689743042,44,24,20,ACETAMINOPHEN | AMOXICILLIN | CEFTRIAXONE | CEFUROXIME | DICLOFENAC | IOPROMIDE | LIDOCAINE | PACLITAXEL | ALBUTEROL | BORTEZOMIB | CEFAZOLIN | CHLORHEXIDINE GLUCONATE | ENCORAFENIB | EPHEDRINE | IFOSFAMIDE | IOPAMIDOL | KETAMINE | LABETALOL | LEVOLEUCOVORIN | NEMTABRUTINIB,CABOZANTINIB | PALBOCICLIB | PIMAVANSERIN | RELUGOLIX | ABEMACICLIB | APREMILAST | CLOPIDOGREL | COCAINE | FENFLURAMINE | LACOSAMIDE | LISDEXAMFETAMINE | MACITENTAN | METHAMPHETAMINE | NINTEDANIB | OSIMERTINIB | PSEUDOEPHEDRINE | RIOCIGUAT | SPARSENTAN | TROFINETIDE | VENETOCLAX
1013,0.0005921685468425943,0.0003075535831388439,0.01886792480945587,0.0,0.042553190141916275,-0.042553190141916275,2,0,2,,PALBOCICLIB | APREMILAST
1039,0.0005909606128850158,8.304559382760604e-05,0.12264151126146317,0.10169491171836853,0.1489361673593521,-0.04724125564098358,13,6,7,DICLOFENAC | LIDOCAINE | PROPOFOL | DOXORUBICIN | HYDROMORPHONE | MORPHINE,POMALIDOMIDE | RELUGOLIX | APREMILAST | TREPROSTINIL | ARIPIPRAZOLE | CANDESARTAN | FENFLURAMINE
927,0.0005865209023289472,0.00019883285854822326,0.03773584961891174,0.016949152573943138,0.06382978707551956,-0.046880632638931274,4,1,3,SUFENTANIL,CLOZAPINE | OLANZAPINE | QUETIAPINE
140,0.0005818607447651102,1.31639891716807e-05,0.056603774428367615,0.08474576473236084,0.021276595070958138,0.06346917152404785,6,5,1,CEFUROXIME | AZITHROMYCIN | CHLORHEXIDINE GLUCONATE | FAMOTIDINE | LABETALOL,APREMILAST
1008,0.000581310729840395,0.00020357062521589463,0.01886792480945587,0.0,0.042553190141916275,-0.042553190141916275,2,0,2,,AZACITIDINE | OSIMERTINIB
182,0.0005778905305111587,-0.00019428626404262788,0.03773584961891174,0.06779661029577255,0.0,0.06779661029577255,4,4,0,DEXAMETHASONE | BUDESONIDE | DEXAMETHASONE ACETATE | HYDROCORTISONE,
1174,0.0005777358882346331,-0.00021458083849377777,0.028301887214183807,0.050847455859184265,0.0,0.050847455859184265,3,3,0,IOPROMIDE | HYDROMORPHONE | MORPHINE,
699,0.0005770498727306091,0.00018437381371955595,0.11320754885673523,0.08474576473236084,0.1489361673593521,-0.06419040262699127,12,5,7,APREPITANT | DROPERIDOL | ENCORAFENIB | FLUDARABINE | MIDAZOLAM,CABOZANTINIB | PIMAVANSERIN | RELUGOLIX | ABEMACICLIB | FLUCONAZOLE | RIOCIGUAT | RISPERIDONE
